0.05, 11344
0.05, 11344
0.05, 11344
0.05, 11344
0.05, 11344
0.05, 11344
0.05, 11344
0.05, 11344
0.05, 11344
0.05, 11344
0.1, 22688
0.1, 22688
0.1, 22688
0.1, 22688
0.1, 22688
0.1, 22688
0.1, 22688
0.1, 22688
0.1, 22688
0.1, 22688
0.15, 34032
0.15, 34032
0.15, 34032
0.15, 34032
0.15, 34032
0.15, 34032
0.15, 34032
0.15, 34032
0.15, 34032
0.15, 34032
0.2, 45376
0.2, 45376
0.2, 45376
0.2, 45376
0.2, 45376
0.2, 45376
0.2, 45376
0.2, 45376
0.2, 45376
0.2, 45376
0.25, 56720
0.25, 56720
0.25, 56720
0.25, 56720
0.25, 56720
0.25, 56876
0.25, 56876
0.25, 56720
0.25, 56720
0.25, 56720
0.3, 68220
0.3, 68064
0.3, 68220
0.3, 68064
0.3, 68064
0.3, 68220
0.3, 68220
0.3, 68460
0.3, 68064
0.3, 68064
0.35, 79564
0.35, 79464
0.35, 79648
0.35, 79648
0.35, 79804
0.35, 79564
0.35, 79564
0.35, 79804
0.35, 79408
0.35, 79564
0.4, 90908
0.4, 90768
0.4, 91373
0.4, 92142
0.4, 93186
0.4, 93186
0.4, 92142
0.4, 91148
0.4, 91148
0.4, 90908
0.45, 104290
0.45, 102548
0.45, 103486
0.45, 102548
0.45, 102548
0.45, 102200
0.45, 104530
0.45, 103486
0.45, 102508
0.45, 103486
0.5, 116099
0.5, 113877
0.5, 114846
0.5, 118749
0.5, 115874
0.5, 115071
0.5, 114606
0.5, 114846
0.5, 114846
0.5, 114000
0.55, 120626
0.55, 120406
0.55, 119969
0.55, 120503
0.55, 122996
0.55, 121562
0.55, 121562
0.55, 121655
0.55, 121787
0.55, 121430
0.6, 134259
0.6, 133817
0.6, 134391
0.6, 132205
0.6, 132145
0.6, 133072
0.6, 134391
0.6, 134464
0.6, 134689
0.6, 133357
0.65, 144099
0.65, 145161
0.65, 147230
0.65, 145651
0.65, 147988
0.65, 148926
0.65, 144491
0.65, 144620
0.65, 146186
0.65, 144228
0.7, 156354
0.7, 160897
0.7, 159788
0.7, 157942
0.7, 158003
0.7, 159360
0.7, 157990
0.7, 158445
0.7, 159507
0.7, 158807
0.75, 172187
0.75, 170296
0.75, 170334
0.75, 171797
0.75, 173014
0.75, 171964
0.75, 170296
0.75, 173458
0.75, 170129
0.75, 171010
0.8, 188530
0.8, 181852
0.8, 185494
0.8, 184284
0.8, 185000
0.8, 185020
0.8, 184423
0.8, 188135
0.8, 185041
0.8, 189045
0.85, 199737
0.85, 198232
0.85, 199794
0.85, 199897
0.85, 197642
0.85, 198966
0.85, 196146
0.85, 195209
0.85, 197834
0.85, 197652
0.9, 211032
0.9, 212859
0.9, 212411
0.9, 213250
0.9, 211946
0.9, 214619
0.9, 213761
0.9, 213311
0.9, 210565
0.9, 210576
0.95, 225310
0.95, 227379
0.95, 228501
0.95, 228265
0.95, 229582
0.95, 226613
0.95, 227419
0.95, 228469
0.95, 228837
0.95, 228336
1.0, 246979
1.0, 247683
1.0, 243865
1.0, 243397
1.0, 247465
1.0, 246761
1.0, 245628
1.0, 246980
1.0, 249082
1.0, 246048
