0.05, 11344
0.05, 11344
0.05, 11344
0.05, 11344
0.05, 11344
0.05, 11344
0.05, 11344
0.05, 11344
0.05, 11344
0.05, 11344
0.1, 22688
0.1, 22688
0.1, 22688
0.1, 22688
0.1, 22688
0.1, 22688
0.1, 22688
0.1, 22688
0.1, 22688
0.1, 22688
0.15, 34032
0.15, 34032
0.15, 34032
0.15, 34032
0.15, 34032
0.15, 34032
0.15, 34032
0.15, 39704
0.15, 39704
0.15, 34032
0.2, 45376
0.2, 45376
0.2, 45376
0.2, 45376
0.2, 45376
0.2, 45376
0.2, 45376
0.2, 45376
0.2, 45376
0.2, 45376
0.25, 56720
0.25, 56720
0.25, 56720
0.25, 56720
0.25, 56720
0.25, 56720
0.25, 56720
0.25, 56720
0.25, 56720
0.25, 56720
0.3, 68064
0.3, 68220
0.3, 68064
0.3, 68064
0.3, 68064
0.3, 68064
0.3, 68064
0.3, 68220
0.3, 68064
0.3, 68064
0.35, 79408
0.35, 79564
0.35, 79408
0.35, 79408
0.35, 79408
0.35, 79408
0.35, 79408
0.35, 79408
0.35, 79408
0.35, 79424
0.4, 90792
0.4, 90908
0.4, 91148
0.4, 90908
0.4, 90752
0.4, 90908
0.4, 90752
0.4, 90752
0.4, 90908
0.4, 91104
0.45, 102268
0.45, 102184
0.45, 107824
0.45, 102336
0.45, 102499
0.45, 102319
0.45, 102376
0.45, 102844
0.45, 102561
0.45, 102536
0.5, 113724
0.5, 113652
0.5, 113496
0.5, 113888
0.5, 113528
0.5, 113652
0.5, 113696
0.5, 114015
0.5, 119508
0.5, 113544
0.55, 125292
0.55, 125262
0.55, 125097
0.55, 125262
0.55, 125639
0.55, 125023
0.55, 125023
0.55, 125487
0.55, 131178
0.55, 125629
0.6, 137500
0.6, 136771
0.6, 137979
0.6, 136981
0.6, 137393
0.6, 142586
0.6, 142826
0.6, 136996
0.6, 142645
0.6, 136771
0.65, 148939
0.65, 148743
0.65, 149500
0.65, 148936
0.65, 148943
0.65, 149425
0.65, 148740
0.65, 149869
0.65, 149320
0.65, 154773
0.7, 161744
0.7, 168038
0.7, 166781
0.7, 166553
0.7, 171861
0.7, 162018
0.7, 166544
0.7, 166543
0.7, 166913
0.7, 162008
0.75, 173094
0.75, 178712
0.75, 178238
0.75, 178232
0.75, 175110
0.75, 179902
0.75, 178955
0.75, 173513
0.75, 180598
0.75, 179004
0.8, 197764
0.8, 208062
0.8, 198777
0.8, 192630
0.8, 202289
0.8, 197497
0.8, 197792
0.8, 196235
0.8, 196140
0.8, 192439
0.85, 214041
0.85, 221779
0.85, 225584
0.85, 227360
0.85, 214516
0.85, 214940
0.85, 226911
0.85, 222917
0.85, 214864
0.85, 216539
0.9, 245346
0.9, 256365
0.9, 261274
0.9, 250331
0.9, 256624
0.9, 239225
0.9, 255147
0.9, 251043
0.9, 250073
0.9, 250830
0.95, 306205
0.95, 317409
0.95, 302011
0.95, 313303
0.95, 308350
0.95, 303107
0.95, 301503
0.95, 308007
0.95, 305042
0.95, 298338
1.0, 458015
1.0, 450558
1.0, 461761
1.0, 462482
1.0, 463284
1.0, 443752
1.0, 451753
1.0, 466555
1.0, 450327
1.0, 449966
