0.05, 11344
0.05, 11344
0.05, 11344
0.05, 11344
0.05, 11344
0.05, 11344
0.05, 11344
0.05, 11344
0.05, 11344
0.05, 11344
0.1, 22688
0.1, 22688
0.1, 22688
0.1, 22688
0.1, 22688
0.1, 22688
0.1, 22688
0.1, 22688
0.1, 22688
0.1, 22688
0.15, 34032
0.15, 34032
0.15, 34032
0.15, 34032
0.15, 34032
0.15, 34032
0.15, 34032
0.15, 34032
0.15, 34032
0.15, 34032
0.2, 45376
0.2, 45376
0.2, 45376
0.2, 45376
0.2, 45376
0.2, 45376
0.2, 45376
0.2, 45376
0.2, 45376
0.2, 45376
0.25, 56720
0.25, 56720
0.25, 56720
0.25, 56720
0.25, 56720
0.25, 56720
0.25, 56720
0.25, 56720
0.25, 56720
0.25, 56720
0.3, 68220
0.3, 68064
0.3, 68460
0.3, 68220
0.3, 68064
0.3, 68220
0.3, 68220
0.3, 68064
0.3, 68064
0.3, 68220
0.35, 79804
0.35, 79564
0.35, 79564
0.35, 79804
0.35, 79408
0.35, 79564
0.35, 79424
0.35, 79408
0.35, 79804
0.35, 79564
0.4, 90924
0.4, 91692
0.4, 90768
0.4, 90808
0.4, 90964
0.4, 91148
0.4, 90924
0.4, 91148
0.4, 91148
0.4, 90808
0.45, 104030
0.45, 103276
0.45, 102392
0.45, 104030
0.45, 103276
0.45, 102508
0.45, 102777
0.45, 103036
0.45, 102308
0.45, 102733
0.5, 114000
0.5, 114660
0.5, 115614
0.5, 114029
0.5, 114714
0.5, 113877
0.5, 113877
0.5, 114626
0.5, 113877
0.5, 114117
0.55, 120167
0.55, 120710
0.55, 121562
0.55, 119789
0.55, 119789
0.55, 121430
0.55, 120503
0.55, 121562
0.55, 119789
0.55, 121787
0.6, 133357
0.6, 132119
0.6, 134616
0.6, 132537
0.6, 134616
0.6, 132205
0.6, 133357
0.6, 132145
0.6, 131583
0.6, 134391
0.65, 144228
0.65, 151178
0.65, 146172
0.65, 145114
0.65, 145161
0.65, 144491
0.65, 145027
0.65, 145961
0.65, 144635
0.65, 145961
0.7, 159412
0.7, 157841
0.7, 157847
0.7, 159687
0.7, 158829
0.7, 158228
0.7, 157357
0.7, 158390
0.7, 155767
0.7, 158939
0.75, 170569
0.75, 176308
0.75, 172072
0.75, 171965
0.75, 177925
0.75, 170204
0.75, 171727
0.75, 170513
0.75, 170956
0.75, 171034
0.8, 185177
0.8, 185173
0.8, 190533
0.8, 184505
0.8, 192386
0.8, 183684
0.8, 183762
0.8, 185700
0.8, 189237
0.8, 184525
0.85, 199150
0.85, 196801
0.85, 196599
0.85, 197471
0.85, 197827
0.85, 196871
0.85, 197738
0.85, 196796
0.85, 195552
0.85, 197065
0.9, 214444
0.9, 211455
0.9, 213664
0.9, 217455
0.9, 214544
0.9, 211113
0.9, 211454
0.9, 212259
0.9, 210841
0.9, 218650
0.95, 226588
0.95, 233040
0.95, 233609
0.95, 225522
0.95, 232636
0.95, 227995
0.95, 229357
0.95, 230640
0.95, 229673
0.95, 229928
1.0, 267785
1.0, 276087
1.0, 276307
1.0, 275191
1.0, 271034
1.0, 281034
1.0, 276585
1.0, 276930
1.0, 270753
1.0, 275013
